15000 0.050382 0.149773 1.64637e+10 4.87793e+09 0.0142673
30000 0.0982049 0.275433 1.68924e+10 5.00505e+09 0.0192671
60000 0.196003 0.533203 1.69272e+10 5.01542e+09 0.0365136
120000 0.393923 1.06036 1.68448e+10 4.99102e+09 0.0709826
240000 0.787289 2.09627 1.68567e+10 4.99456e+09 0.140343
