#num 	 fir 		 fir+fft 	 bandwidth 	 flops 		 HtoD 		 DtoH
10000	0.01749719	0.02455648	3.04323236e+10	9.36379187e+09	0.01386272	0.01403395
15000	0.02622317	0.03677094	3.04585626e+10	9.37186509e+09	0.02141469	0.02097917
20000	0.03498275	0.04902010	3.04424284e+10	9.36690176e+09	0.02736227	0.02798253
30000	0.05241190	0.07343222	3.04785736e+10	9.37802240e+09	0.04085264	0.04185130
40000	0.07018403	0.09818614	3.03476449e+10	9.33773722e+09	0.05425488	0.05657194
50000	0.08770077	0.12267411	3.03577723e+10	9.34085325e+09	0.06927469	0.06955888
60000	0.10532070	0.14727862	3.03347773e+10	9.33377741e+09	0.08107437	0.08379079
