15000 0.023382 0 8.93405e10 2.10213e10
30000 0.019587 0 2.13301e11 5.01884e10
60000 0.023729 0 3.52136e11 8.28556e10
120000 0.037394 0 4.46908e11 1.05155e11
240000 0.065469 0 5.10522e11 1.20123e11
