#num 	 fir 		 fir+fft 	 bandwidth 	 flops 		 HtoD 		 DtoH
10000	0.00211830	0.00211830	2.51370914e+11	7.73448909e+10	0.01401990	0.01493373
15000	0.00315376	0.00315376	2.53259612e+11	7.79260314e+10	0.02089283	0.02226416
20000	0.00418797	0.00418797	2.54290395e+11	7.82432010e+10	0.02773782	0.03678592
30000	0.00624768	0.00624768	2.55685296e+11	7.86724045e+10	0.04220144	0.04424663
40000	0.00830938	0.00830938	2.56327320e+11	7.88699464e+10	0.04609968	0.04492246
50000	0.01036080	0.01036080	2.56968573e+11	7.90672589e+10	0.05735321	0.06195082
60000	0.01243302	0.01243302	2.56967246e+11	7.90668411e+10	0.06868935	0.07455171
120000	0.02475216	0.02475216	2.58149597e+11	7.94306478e+10	0.16348842	0.17697270
240000	0.04967193	0.04967193	2.57278493e+11	-7.30407066e+09	0.27625826	0.26509175
