60000	0.21498992	0.21498992	1.48606044e+10	4.57249382e+09	0.00000000	0.00000000
60000	0.21506158	0.21506158	1.48556524e+10	4.57097011e+09	0.00000000	0.00000000
40000	0.14312842	0.14312842	1.48811817e+10	4.57882522e+09	0.00000000	0.00000000
40000	0.14311095	0.14311095	1.48829983e+10	4.57938432e+09	0.00000000	0.00000000
60000	0.21464339	0.21464339	1.48845957e+10	4.57987533e+09	0.00000000	0.00000000
60000	0.20642687	0.20642687	1.54770545e+10	4.76217037e+09	0.00000000	0.00000000
60000	0.24841152	0.24841152	1.28612393e+10	3.95730458e+09	0.00000000	0.00000000
60000	0.22342633	0.22342633	1.42994780e+10	4.39983974e+09	0.00000000	0.00000000
60000	0.20589994	0.20589994	1.55166638e+10	4.77435802e+09	0.00000000	0.00000000
60000	0.00000000	0.20594867	inf	inf	0.00000000	0.00000000
60000	0.20595312	0.20595312	1.55126559e+10	4.77312512e+09	0.00000000	0.00000000
60000	0.20586692	0.20586692	1.55191521e+10	4.77512397e+09	0.00000000	0.00000000
60000	0.21473394	0.21473394	1.48783186e+10	4.57794406e+09	0.00000000	0.00000000
60000	0.20579767	0.20579767	1.55243745e+10	4.77673062e+09	0.00000000	0.00000000
-9991	0.00000182	0.00000182	-3.36561377e+17	-1.12179647e+17	0.00000000	0.00000000
-9991	0.00000186	0.00000186	-3.30758593e+17	-1.10245514e+17	0.00000000	0.00000000
10000	0.03545546	0.03545546	1.50182811e+10	4.62100956e+09	0.00000000	0.00000000
10000	0.03714509	0.03714509	1.43351389e+10	4.41081198e+09	0.00000000	0.00000000
10000	1.28202515	1.28202515	4.15342867e+08	1.27797805e+08	0.00000000	0.00000000
10000	0.03545843	0.03545843	1.50170208e+10	4.62062179e+09	0.00000000	0.00000000
60000	0.21348895	0.21348895	1.49650835e+10	4.60464107e+09	0.00000000	0.00000000
60000	0.41209225	0.41209225	1.49092829e+10	4.77097052e+09	0.00000000	0.00000000
60000	0.22359203	0.22359203	1.42888817e+10	4.39657898e+09	0.00000000	0.00000000
60000	0.21479610	0.21479610	1.48740133e+10	4.57661948e+09	0.00000000	0.00000000
60000	0.21461130	0.21461130	1.48868211e+10	4.58056035e+09	0.00000000	0.00000000
60000	0.21364650	0.21364650	1.49540480e+10	4.60124552e+09	0.00000000	0.00000000
60000	0.21685297	0.21685297	1.47329320e+10	4.53320984e+09	0.00000000	0.00000000
60000	0.21609232	0.21609232	1.47847923e+10	4.54916685e+09	0.00000000	0.00000000
60000	0.21363612	0.21363612	1.49547742e+10	4.60146900e+09	0.00000000	0.00000000
240000	0.93418402	0.93418402	1.36798743e+10	4.20919210e+09	0.00000000	0.00000000
240000	0.85198260	0.85198260	1.49997429e+10	4.61530550e+09	0.00000000	0.00000000
60000	0.21363075	0.21363075	1.49551502e+10	4.60158469e+09	0.00000000	0.00000000
120000	0.42849106	0.42849106	1.49122365e+10	4.58838046e+09	0.00000000	0.00000000
120000	0.34313364	0.34313364	1.86217827e+10	5.72977928e+09	0.00000000	0.00000000
120000	0.42878232	0.42878232	1.49021070e+10	4.58526370e+09	0.00000000	0.00000000
60000	0.21365776	0.21365776	1.49532598e+10	4.60100301e+09	0.00000000	0.00000000
60000	0.20454564	0.20454564	1.56193992e+10	4.80596900e+09	0.00000000	0.00000000
60000	0.24688835	0.24688835	1.29405862e+10	3.98171884e+09	0.00000000	0.00000000
60000	0.22223569	0.22223569	1.43760889e+10	4.42341197e+09	0.00000000	0.00000000
60000	0.20454762	0.20454762	1.56192478e+10	4.80592239e+09	0.00000000	0.00000000
