400076.49229055.942148.7946
400076.47216056.254748.6527
400076.4711069.526162.0053
40007 6.48406 0 75.1647 56.6556 
40000 6.4911 0 56.1723 48.7369 
40000 6.45616 0 56.2145 48.3616 
40000 6.47514 0 55.0317 48.6126 
40000 6.4841 0 57.0005 48.9141 
40000 6.46944 0 66.8642 62.3572 
40000 6.47178 0 55.4191 48.4937 
40000 6.45891 0 55.5825 48.7362 
40000 6.47142 0 54.882 48.5266 
40000 6.47683 0 56.2046 48.8484 
40000 6.48214 0 56.8141 49.3114 
40000 6.47178 0 89.3192 66.0016 3.29109e+11 1.01264e+11
40000 6.4799 0 57.0436 52.4318 3.28696e+11 1.01137e+11
40000 6.49485 0 79.2585 48.4905 3.2794e+11 1.00905e+11
40000 6.46496 0 55.354 48.4102 3.29456e+11 1.01371e+11
40000 6.46544 4.07245 79.3089 76.6869 3.29432e+11 1.01364e+11
40000 6.46829 2.19949 56.1997 49.997 3.29287e+11 1.01319e+11
40000 6.46582 2.19318 55.8187 48.6082 3.29412e+11 1.01358e+11
40000 6.45766 2.20704 55.4048 48.6933 3.29828e+11 1.01486e+11
60000 9.71158 3.28416 83.3491 72.9739 3.28976e+11 1.01223e+11
1 0.027456 0 0.045856 0.028384 1.93939e+09 5.96737e+08
40000 6.47158 0 55.4447 48.4767 3.29119e+11 1.01267e+11
40000 0.00648624 0 0.0563729 0.0485314 3.28375e+11 1.01039e+11
60000 0.00969811 0 0.0834905 0.0730753 3.29433e+11 1.01364e+11
