60000	0.16832912	0.16832912	1.89799608e+10	5.83998771e+09	0.00000000	0.00000000
60000	0.15594050	0.15594050	2.04878131e+10	6.30394266e+09	0.00000000	0.00000000
60000	0.15619549	0.15619549	2.04543672e+10	6.29365146e+09	0.00000000	0.00000000
60000	0.26327589	0.26327589	1.21351035e+10	3.73387802e+09	0.00000000	0.00000000
60000	0.19664662	0.19664662	1.62468086e+10	4.99901798e+09	0.00000000	0.00000000
60000	0.20026530	0.20026530	1.59532380e+10	4.90868838e+09	0.00000000	0.00000000
60000	0.19614074	0.19614074	1.62887127e+10	5.01191168e+09	0.00000000	0.00000000
60000	0.22317037	0.22317037	1.43158794e+10	4.40488602e+09	0.00000000	0.00000000
60000	0.26105049	0.26105049	1.22385510e+10	3.76570803e+09	0.00000000	0.00000000
60000	0.22566532	0.22566532	1.41576038e+10	4.35618560e+09	0.00000000	0.00000000
60000	0.19696334	0.19696334	1.62206843e+10	4.99097958e+09	0.00000000	0.00000000
60000	0.19589795	0.19589795	1.63088998e+10	5.01812275e+09	0.00000000	0.00000000
60000	0.19919346	0.19919346	1.60390799e+10	4.93510144e+09	0.00000000	0.00000000
60000	0.25954938	0.25954938	1.23093340e+10	3.78748749e+09	0.00000000	0.00000000
60000	0.19312760	0.19312760	1.65428449e+10	5.09010586e+09	0.00000000	0.00000000
60000	0.25646490	0.25646490	1.24573768e+10	3.83303910e+09	0.00000000	0.00000000
60000	0.18983398	0.18983398	1.68298629e+10	5.17841971e+09	0.00000000	0.00000000
60000	0.29800358	0.29800358	1.07209452e+10	3.29875251e+09	0.00000000	0.00000000
60000	0.19457671	0.19457671	1.64196424e+10	5.05219789e+09	0.00000000	0.00000000
60000	0.33743680	0.33743680	9.46808422e+09	2.91325670e+09	0.00000000	0.00000000
60000	0.28255215	0.28255215	1.13072220e+10	3.47914522e+09	0.00000000	0.00000000
60000	0.26640898	0.26640898	1.19923896e+10	3.68996582e+09	0.00000000	0.00000000
60000	0.31069124	0.31069124	1.02831360e+10	3.16404173e+09	0.00000000	0.00000000
60000	0.33342549	0.33342549	9.58198989e+09	2.94830464e+09	0.00000000	0.00000000
60000	0.26764148	0.26764148	1.19371633e+10	3.67297331e+09	0.00000000	0.00000000
60000	0.20666774	0.20666774	1.54590167e+10	4.75662029e+09	0.00000000	0.00000000
60000	0.39986566	0.39986566	7.98988339e+09	2.45842560e+09	0.00000000	0.00000000
60000	0.33137727	0.33137727	9.64121702e+09	2.96652826e+09	0.00000000	0.00000000
60000	0.15691897	0.15691897	2.03600609e+10	6.26463437e+09	0.00000000	0.00000000
60000	0.15612687	0.15612687	2.04633559e+10	6.29641728e+09	0.00000000	0.00000000
60000	0.15725185	0.15725185	2.03169628e+10	6.25137357e+09	0.00000000	0.00000000
60000	0.15596880	0.15596880	2.04840980e+10	6.30279936e+09	0.00000000	0.00000000
60000	0.15676560	0.15676560	2.03799818e+10	6.27076352e+09	0.00000000	0.00000000
60000	0.15614747	0.15614747	2.04606587e+10	6.29558733e+09	0.00000000	0.00000000
60000	0.15469564	0.15469564	2.06526812e+10	6.35467110e+09	0.00000000	0.00000000
20000	0.05155034	0.05155034	1.82749540e+10	5.56194252e+09	0.00000000	0.00000000
20000	0.05134077	0.05134077	1.83495506e+10	5.58464583e+09	0.00000000	0.00000000
20000	0.05257123	0.05257123	2.96070673e+10	9.34960020e+09	0.00000000	0.00000000
60000	0.15550974	0.15550974	3.00266732e+10	9.48210734e+09	0.00000000	0.00000000
60000	0.15340562	0.15340562	2.08263550e+10	6.40810925e+09	0.00000000	0.00000000
60000	0.15346237	0.15346237	6.40573965e+09	2.08186539e+10	0.00000000	0.00000000
80000	0.48383856	0.48383856	1.31386634e+11	4.33440442e+10	20.00000000	0.00000000	64	2	192	1024
80000	0.48356894	0.48356894	1.31459891e+11	4.33682114e+10	40.00000000	0.00000000	64	2	192	1024
40000	0.81939001	0.81939001	1.35968462e+10	3.99907241e+09	20.00000000	0.00000000	5	2	192	4096
40000	0.82993976	0.82993976	1.34240105e+10	3.94823837e+09	10.00000000	0.00000000	5	2	192	4096
40000	0.83051123	0.83051123	1.34147734e+10	3.94552160e+09	10.00000000	0.00000000	5	2	192	4096
40000	0.83022900	0.83022900	1.34193336e+10	3.94686283e+09	10.00000000	0.00000000	5	2	192	4096
60000	1.40615759	1.40615759	1.18846423e+10	3.49548303e+09	10.00000000	0.00000000	5	2	192	4096
40000	0.83040881	0.83040881	1.34164279e+10	3.94600822e+09	10.00000000	0.00000000	5	2	192	4096
40000	16.65591211	16.65591211	6.68898823e+08	1.96734948e+08	10.00000000	0.00000000	5	2	192	4096
40000	16.65175586	16.65175586	6.69065779e+08	1.96784053e+08	5.00000000	0.00000000	5	2	192	4096
40000	16.29650977	16.29650977	6.83650681e+08	2.01073730e+08	10.00000000	0.00000000	5	4	192	4096
40000	8.32508887	8.32508887	6.69129194e+08	1.96802704e+08	20.00000000	0.00000000	5	2	192	2048
40000	4.15810059	4.15810059	6.69844306e+08	1.97013031e+08	20.00000000	0.00000000	5	2	192	1024
40000	2.07809106	2.07809106	6.70153500e+08	1.97103971e+08	20.00000000	0.00000000	5	2	192	512
40000	1.04049133	1.04049133	6.69222297e+08	1.96830087e+08	20.00000000	0.00000000	5	2	192	256
40000	1.04282361	1.04282361	6.67725581e+08	1.96389877e+08	20.00000000	0.00000000	5	2	192	256
40000	2.08153101	2.08153101	6.69046003e+08	1.96778236e+08	20.00000000	0.00000000	5	2	192	512
40000	4.19366016	4.19366016	6.64164452e+08	1.95342486e+08	20.00000000	0.00000000	5	2	192	1024
40000	8.15575244	8.15575244	6.83022203e+08	2.00888883e+08	20.00000000	0.00000000	5	2	192	2048
40000	8.33604785	8.33604785	6.68249523e+08	1.96543977e+08	10.00000000	0.00000000	5	2	192	2048
40000	16.74955469	16.74955469	6.65159176e+08	1.95635052e+08	5.00000000	0.00000000	5	2	192	4096
40000	5.02344678	5.02344678	6.32732094e+09	2.08736361e+09	20.00000000	0.00000000	64	2	192	1024
40000	4.84242676	4.84242676	6.56384941e+09	2.16539362e+09	20.00000000	0.00000000	64	2	192	1024
40000	4.66927393	4.66927393	5.12298922e+09	1.68427043e+09	20.00000000	0.00000000	48	2	192	1024
40000	4.49409912	4.49409912	3.57275609e+09	1.16661423e+09	20.00000000	0.00000000	32	2	192	1024
40000	4.43816846	4.43816846	3.17478711e+09	1.03365162e+09	20.00000000	0.00000000	28	2	192	1024
40000	4.39404297	4.39404297	2.75922655e+09	8.94884285e+08	20.00000000	0.00000000	24	2	192	1024
40000	4.33477148	4.33477148	2.34339458e+09	7.55933735e+08	20.00000000	0.00000000	20	2	192	1024
40000	4.29020166	4.29020166	1.90946735e+09	6.11029552e+08	20.00000000	0.00000000	16	2	192	1024
40000	4.19075049	4.19075049	1.01648619e+09	3.12764982e+08	20.00000000	0.00000000	8	2	192	1024
40000	4.17780859	4.17780859	6.66684444e+08	1.96083660e+08	20.00000000	0.00000000	5	2	192	1024
40000	4.30317090	4.30317090	1.44682146e+09	4.56890987e+08	20.00000000	0.00000000	12	2	192	1024
40000	4.23465820	4.23465820	1.47022964e+09	4.64283044e+08	20.00000000	0.00000000	12	2	192	1024
40000	4.20192041	4.20192041	6.62858819e+08	1.94958476e+08	20.00000000	0.00000000	5	2	192	1024
