512 0.0267891 0.064495 1.55956e+11 3.66956e+10 0.0366101
768 0.0403272 0.105023 1.55401e+11 3.65649e+10 0.0628119
1024 0.0558606 0.135308 1.49584e+11 3.51962e+10 0.0773256
2048 0.170162 0.343034 9.82106e+10 2.31084e+10 0.168677
4096 0.373024 0.790955 8.96011e+10 2.10826e+10 0.409496
