15000 0.0547974 0.0671896 1.90608e+10 4.48489e+09 0.0115444
30000 0.108284 0.129456 1.92916e+10 4.53919e+09 0.0203911
60000 0.218079 0.260315 1.91579e+10 4.50773e+09 0.0409217
120000 0.429223 0.508803 1.94673e+10 4.58055e+09 0.0787168
240000 0.899725 1.05713 1.85742e+10 4.3704e+09 0.156628
