120000	0.31353683	0.31353683	2.03796151e+10	6.27065079e+09	0.00000000	0.00000000	8
120000	0.32200421	0.32200421	3.81609916e+10	1.22115173e+10	0.00000000	0.00000000	16
60000	0.19116295	0.19116295	1.24703663e+11	4.11393529e+10	0.00000000	0.00000000	64
60000	0.19037607	0.19037607	1.25219100e+11	4.13093940e+10	0.00000000	0.00000000	64
60000	0.18784621	0.18784621	1.22980604e+11	4.05574333e+10	0.00000000	0.00000000	62
60000	0.15295462	0.15295462	2.08877639e+10	6.42700428e+09	0.00000000	0.00000000	8
60000	0.14689946	0.14689946	2.17487525e+10	6.69192386e+09	0.00000000	0.00000000	8
60000	0.14971889	0.14971889	1.54298769e+11	5.08857642e+10	0.00000000	0.00000000	62
240000	0.59834570	0.59834570	1.54435403e+11	5.09308245e+10	0.00000000	0.00000000	62
240000	0.97643341	0.97643341	9.46360079e+10	3.12097473e+10	0.00000000	0.00000000	62
240000	0.59400018	0.59400018	1.50600358e+11	4.96484695e+10	0.00000000	0.00000000	60
240000	0.61702594	0.61702594	1.44980355e+11	4.77957215e+10	0.00000000	0.00000000	60
240000	0.94281000	0.94281000	9.48829989e+10	3.12801095e+10	0.00000000	0.00000000	60
60000	0.14842863	0.14842863	2.15246877e+10	6.62298082e+09	0.00000000	0.00000000	8
60000	0.14962483	0.14962483	2.13526054e+10	6.57003243e+09	0.00000000	0.00000000	8
15000	0.03740592	0.03740592	2.13527709e+10	6.57008335e+09	0.00000000	0.00000000	8
20000	0.04985949	0.04985949	2.13592239e+10	6.57206890e+09	0.00000000	0.00000000	8
30000	0.07490029	0.07490029	2.13275539e+10	6.56232427e+09	0.00000000	0.00000000	8
40000	0.09986784	0.09986784	2.13273855e+10	6.56227246e+09	0.00000000	0.00000000	8
50000	0.12433347	0.12433347	2.14133807e+10	6.58873253e+09	0.00000000	0.00000000	8
60000	0.15383687	0.15383687	2.07679735e+10	6.39014568e+09	0.00000000	0.00000000	8
120000	0.29971100	0.29971100	2.13197381e+10	6.55991942e+09	0.00000000	0.00000000	8
240000	0.59664246	0.59664246	2.14190591e+10	6.59047971e+09	0.00000000	0.00000000	8
