8 0.0310307 0.068553 1.34638e+11 3.16796e+10 0.0366686
12 0.0353503 0.0744542 1.73803e+11 4.17128e+10 0.0374156
16 0.0419489 0.0806233 1.93333e+11 4.68685e+10 0.0366729
20 0.0518926 0.0925908 1.94173e+11 4.73593e+10 0.0366857
24 0.0614774 0.102163 1.95881e+11 4.79708e+10 0.0367414
