240000	0.23358029	0.23358029	5.47114652e+10	1.68342970e+10	0.00000000	0.00000000	8
120000	0.13909050	0.13909050	4.59395861e+10	1.41352573e+10	0.00000000	0.00000000	8
120000	174.90039062	174.90039062	3.65337091e+07	1.12411413e+07	0.00000000	0.00000000	8
120000	0.13998390	0.13998390	4.56463915e+10	1.40450436e+10	0.00000000	0.00000000	8
120000	174.32618750	174.32618750	3.66540455e+07	1.12781678e+07	0.00000000	0.00000000	8
15000	0.01702083	0.01702083	4.69260255e+10	1.44387771e+10	0.00000000	0.00000000	8
20000	0.02289200	0.02289200	4.65210550e+10	1.43141708e+10	0.00000000	0.00000000	8
30000	0.03398486	0.03398486	4.70044557e+10	1.44629094e+10	0.00000000	0.00000000	8
40000	0.04480928	0.04480928	4.75330106e+10	1.46255417e+10	0.00000000	0.00000000	8
50000	0.05587776	0.05587776	4.76468619e+10	1.46605729e+10	0.00000000	0.00000000	8
60000	0.06744112	0.06744112	4.73728813e+10	1.45762712e+10	0.00000000	0.00000000	8
120000	0.13402890	0.13402890	4.76744940e+10	1.46690751e+10	0.00000000	0.00000000	8
240000	0.23393536	0.23393536	5.46284230e+10	1.68087455e+10	0.00000000	0.00000000	8
120000	0.13902480	0.13902480	4.59612976e+10	1.41419377e+10	0.00000000	0.00000000	8
120000	174.21062500	174.21062500	3.66783599e+07	1.12856492e+07	0.00000000	0.00000000	8
