15000	0.00220368	0.00300144	3.62448262e+11	1.11522542e+11	0.01073213	0.00987568	8
20000	0.00292179	0.00395994	3.64488639e+11	1.12150350e+11	0.01493885	0.01291328	8
30000	0.00435744	0.00587459	3.66600573e+11	1.12800176e+11	0.02128006	0.01936218	8
40000	0.00579053	0.00780451	3.67828299e+11	1.13177938e+11	0.02843424	0.02607069	8
50000	0.00723491	0.00972749	3.67993423e+11	1.13228745e+11	0.03602394	0.03239510	8
60000	0.00867142	0.01164147	3.68437760e+11	1.13365465e+11	0.04217030	0.03842291	8
120000	0.01729712	0.02316435	3.69411805e+11	1.13665171e+11	0.08421440	0.07647901	8
240000	0.03453981	0.04608739	3.69993968e+11	1.13844298e+11	0.16972266	0.15381229	8
