#num 	 fir 		 fir+fft 	 bandwidth 	 flops 		 HtoD 		 DtoH
15000	0.00189466	0.00301990	8.43129332e+11	2.59424410e+11	0.03355296	0.03665741	8	0	256	1024
30000	0.00343930	0.00558000	9.28934292e+11	2.85825936e+11	0.06637495	0.07362970	8	0	256	1024
60000	0.00666192	0.01083405	9.59146902e+11	2.95122124e+11	0.13117401	0.14682890	8	0	256	1024
120000	0.01296093	0.02115789	9.86003474e+11	3.03385684e+11	0.47185376	0.47707339	8	0	256	1024
240000	0.02564451	0.04319517	9.96667038e+11	3.06666781e+11	0.94453412	0.95561566	8	0	256	1024
