15000 0.002488 0.003870 420020224854.134766 98828288200.972885 125047572670.807449 0.001382
30000 0.004468 0.007041 467650890516.163086 110035503650.861908 134317222238.695328 0.002573
60000 0.008069 0.012592 517832140766.838928 121842856651.020920 152817612397.870422 0.004523
120000 0.015580 0.023721 536351745907.125000 126200410801.676468 169806297944.122314 0.008141
240000 0.031292 0.047502 534072219577.844238 125664051665.375107 170563057247.495911 0.016210
480000 0.070197 0.102480 476142815716.823486 112033603698.076111 171284837328.015961 0.032283
