512 0.224114 0.289659 1.86419e+10 4.38633e+09 0.064626
768 0.309117 0.376098 2.02735e+10 4.77023e+09 0.0650367
1024 0.452715 0.538504 1.84572e+10 4.34286e+09 0.0836997
2048 0.912508 1.09904 1.8314e+10 4.30918e+09 0.182357
4096 1.93105 2.36977 1.73084e+10 4.07256e+09 0.430255
