8 0.236004 0.300463 1.77028e+10 4.16536e+09 0.0635122
12 0.327577 0.3721 1.87559e+10 4.50141e+09 0.0428355
16 0.422542 0.46507 1.91936e+10 4.65298e+09 0.0405962
20 0.519006 0.562149 1.94143e+10 4.73521e+09 0.0398916
24 0.610707 0.65537 1.97185e+10 4.82903e+09 0.0407356
