#num 	 fir 		 fir+fft 	 bandwidth 	 flops 		 HtoD 		 DtoH
15000	0.00178157	0.00291274	8.96648320e+11	2.75891791e+11	0.03314809	0.03313961	8	0	256	1024
30000	0.00335210	0.00549011	9.53099172e+11	2.93261284e+11	0.06615782	0.06602246	8	0	256	1024
60000	0.00655126	0.01073363	9.75347687e+11	3.00106980e+11	0.13094608	0.13185522	8	0	256	1024
120000	0.01285440	0.02110624	9.94174782e+11	3.05899933e+11	0.26228403	0.26326968	8	0	256	1024
240000	0.02569526	0.04326675	9.94698447e+11	3.06061061e+11	0.52518024	0.52579901	8	0	256	1024
