#num 	 fir 		 fir+fft 	 bandwidth 	 flops 		 HtoD 		 DtoH
15000	0.00258173	0.00333030	3.09374189e+11	9.51920581e+10	0.01099203	0.00987251	8
20000	0.00342525	0.00446682	3.10914722e+11	9.56660682e+10	0.01444640	0.01292342	8
30000	0.00511680	0.00663670	3.12195132e+11	9.60600407e+10	0.02150029	0.01920006	8
40000	0.00680595	0.00881181	3.12949603e+11	9.62921856e+10	0.02832544	0.02579094	8
50000	0.00849098	0.01096950	3.13556403e+11	9.64788933e+10	0.03537363	0.03189334	8
60000	0.01018960	0.01314384	3.13543221e+11	9.64748372e+10	0.04253568	0.03835648	8
120000	0.02032752	0.02617069	3.14340356e+11	9.67201097e+10	0.08435847	0.07716762	8
240000	0.04061062	0.05210249	3.14684170e+11	9.68258984e+10	0.16844205	0.15454865	8
